restaurant_id,external_source,osm_type,osm_id,canonical_name,name_vi,name_en,amenity,cuisine_raw,cuisine_normalized,brand,operator,full_address,street,housenumber,ward,district,city,country,lat,lon,phone,website,website_menu,opening_hours,takeaway,delivery,diet_vegetarian,diet_vegan,diet_halal,diet_kosher,outdoor_seating,wheelchair,source_url,source_observed_at,data_license,attribution_required,discovery_confidence,menu_status,verification_status,review_status,raw_tags_json,notes
rest_osm_node_11297601823,openstreetmap,node,11297601823,Cà phê Tháng Năm,Cà phê Tháng Năm,May Coffee,cafe,coffee_shop,coffee_shop,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0359489,105.8340364,,,,,,,,,,,yes,,https://www.openstreetmap.org/node/11297601823,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""name"": ""Cà phê Tháng Năm"", ""name:en"": ""May Coffee"", ""outdoor_seating"": ""yes""}",
rest_osm_node_11297601824,openstreetmap,node,11297601824,Cà phê Tháng Năm,Cà phê Tháng Năm,May Coffee,cafe,coffee_shop,coffee_shop,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0361611,105.8340851,,,,,,,,,,,yes,,https://www.openstreetmap.org/node/11297601824,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""name"": ""Cà phê Tháng Năm"", ""name:en"": ""May Coffee"", ""outdoor_seating"": ""yes""}",
rest_osm_node_6024401286,openstreetmap,node,6024401286,Cộng Cà Phê,Cộng Cà Phê,Công Ca Phe,cafe,coffee_shop;vietnamese,"coffee_shop,vietnamese",Cộng Cà Phê,,,,,,Ba Đình,Hà Nội,Vietnam,21.0335189,105.8158601,,,,,yes,,,,,,,,https://www.openstreetmap.org/node/6024401286,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""brand"": ""Cộng Cà Phê"", ""brand:wikidata"": ""Q63864181"", ""cuisine"": ""coffee_shop;vietnamese"", ""name"": ""Cộng Cà Phê"", ""name:en"": ""Công Ca Phe"", ""name:vi"": ""Cộng Cà Phê"", ""takeaway"": ""yes""}",
rest_osm_node_4196680289,openstreetmap,node,4196680289,DIY Box,DIY Box,,cafe,,,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0354519,105.8278222,,,,,,,,,,,,,https://www.openstreetmap.org/node/4196680289,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""name"": ""DIY Box""}",
rest_osm_node_13635808289,openstreetmap,node,13635808289,Friday Milonga Hanoi,Friday Milonga Hanoi,,cafe,coffee_shop,coffee_shop,,,"1 Phố Trần Huy Liệu, Ba Đình, Hà Nội",Phố Trần Huy Liệu,1,,Ba Đình,Hà Nội,Vietnam,21.0276262,105.8229998,+84966799173,https://www.milongahanoi.com,,24/7,,,,,,,no,,https://www.openstreetmap.org/node/13635808289,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:city"": ""Hà Nội"", ""addr:district"": ""Ba Đình"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""100000"", ""addr:province"": ""Hà Nội"", ""addr:street"": ""Phố Trần Huy Liệu"", ""addr:subdistrict"": ""Giảng Võ"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""name"": ""Friday Milonga Hanoi"", ""opening_hours"": ""24/7"", ""outdoor_seating"": ""no"", ""phone"": ""+84966799173"", ""website"": ""https://www.milongahanoi.com""}",
rest_osm_node_13329827901,openstreetmap,node,13329827901,Fuku Coffee & Matcha,Fuku Coffee & Matcha,,cafe,,,,,6 Phố Yên Thế,Phố Yên Thế,6,,Ba Đình,Hà Nội,Vietnam,21.0287171,105.8394459,,,,,,,,,,,,,https://www.openstreetmap.org/node/13329827901,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:housenumber"": ""6"", ""addr:street"": ""Phố Yên Thế"", ""amenity"": ""cafe"", ""name"": ""Fuku Coffee & Matcha""}",
rest_osm_node_9805222052,openstreetmap,node,9805222052,Fuurin Cafe,Fuurin Cafe,,cafe,,,,,"Số 36 Phan Kế Bính, Ba Đình",Số 36 Phan Kế Bính,,,Ba Đình,Hà Nội,Vietnam,21.0348276,105.8111418,,,,Mo-Su 08:00-23:00,,,,,,,,,https://www.openstreetmap.org/node/9805222052,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:district"": ""Ba Đình"", ""addr:street"": ""Số 36 Phan Kế Bính"", ""air_conditioning"": ""yes"", ""amenity"": ""cafe"", ""contact:facebook"": ""https://www.facebook.com/%E9%A2%A8%E9%88%B4%E3%82%AB%E3%83%95%E3%82%A7-Fuurin-Cafe-479290679493394/"", ""lgbtq"": ""welcome"", ""name"": ""Fuurin Cafe"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""payment:credit_cards"": ""yes""}",
rest_osm_node_12651916755,openstreetmap,node,12651916755,Galbi Roman,Galbi Roman,,cafe,korean,korean,,,"25 Phố Phan Kế Bính, Ba Đình, Hà Nội",Phố Phan Kế Bính,25,,Ba Đình,Hà Nội,Vietnam,21.0353500,105.8089295,+84962856356,,,10:30 - 23:00,,,,,,,no,,https://www.openstreetmap.org/node/12651916755,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:city"": ""Hà Nội"", ""addr:district"": ""Ba Đình"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""10000"", ""addr:province"": ""Hà Nội"", ""addr:street"": ""Phố Phan Kế Bính"", ""addr:subdistrict"": ""Phường Cống Vị"", ""amenity"": ""cafe"", ""cuisine"": ""korean"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""name"": ""Galbi Roman"", ""opening_hours"": ""10:30 - 23:00"", ""outdoor_seating"": ""no"", ""phone"": ""+84962856356""}",
rest_osm_node_13806229589,openstreetmap,node,13806229589,Gong Cha,Gong Cha,,cafe,bubble_tea,bubble_tea,Gong Cha,,,,,,Ba Đình,Hà Nội,Vietnam,21.0314656,105.8307788,,,,,yes,,,,,,,,https://www.openstreetmap.org/node/13806229589,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""alt_name:vi"": ""Cống Trà"", ""amenity"": ""cafe"", ""brand"": ""Gong Cha"", ""brand:vi"": ""Gong Cha"", ""brand:wikidata"": ""Q5581670"", ""brand:zh"": ""貢茶"", ""cuisine"": ""bubble_tea"", ""name"": ""Gong Cha"", ""name:vi"": ""Gong Cha"", ""name:zh"": ""貢茶"", ""takeaway"": ""yes""}",
rest_osm_node_11348093448,openstreetmap,node,11348093448,Green Lake Café,Green Lake Café,,cafe,,,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0357779,105.8293091,,,,,,,,,,,,,https://www.openstreetmap.org/node/11348093448,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""name"": ""Green Lake Café""}",
rest_osm_node_11285432532,openstreetmap,node,11285432532,Hanoi Metro Cafe & Canteen,Hanoi Metro Cafe & Canteen,,cafe,coffee_shop,coffee_shop,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0277544,105.8273234,,,,,,,,,,,,,https://www.openstreetmap.org/node/11285432532,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""level"": ""0"", ""name"": ""Hanoi Metro Cafe & Canteen""}",
rest_osm_node_11521920517,openstreetmap,node,11521920517,Happy Brew Coffee,Happy Brew Coffee,,cafe,,,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0353690,105.8105880,,,,,,,,,,,,,https://www.openstreetmap.org/node/11521920517,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""name"": ""Happy Brew Coffee""}",
rest_osm_way_1290426235,openstreetmap,way,1290426235,Helio Coffee,Helio Coffee,,cafe,coffee_shop,coffee_shop,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0362442,105.8339144,,,,,,,,,,,,,https://www.openstreetmap.org/way/1290426235,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""building"": ""yes"", ""cuisine"": ""coffee_shop"", ""name"": ""Helio Coffee""}",
rest_osm_node_10621408647,openstreetmap,node,10621408647,Highlands Coffee,Highlands Coffee,Highlands Coffee,cafe,coffee_shop;vietnamese,"coffee_shop,vietnamese",Highlands Coffee,,,,,,Ba Đình,Hà Nội,Vietnam,21.0312770,105.8147263,,,,,yes,,,,,,,,https://www.openstreetmap.org/node/10621408647,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""brand"": ""Highlands Coffee"", ""brand:wikidata"": ""Q5759361"", ""cuisine"": ""coffee_shop;vietnamese"", ""name"": ""Highlands Coffee"", ""name:en"": ""Highlands Coffee"", ""takeaway"": ""yes""}",
rest_osm_node_12243190801,openstreetmap,node,12243190801,Highlands Coffee,Highlands Coffee,Highlands Coffee,cafe,coffee_shop;vietnamese,"coffee_shop,vietnamese",Highlands Coffee,,,,,,Ba Đình,Hà Nội,Vietnam,21.0425980,105.8369236,,,,,yes,,,,,,,,https://www.openstreetmap.org/node/12243190801,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""brand"": ""Highlands Coffee"", ""brand:wikidata"": ""Q5759361"", ""cuisine"": ""coffee_shop;vietnamese"", ""name"": ""Highlands Coffee"", ""name:en"": ""Highlands Coffee"", ""takeaway"": ""yes""}",
rest_osm_node_13806229590,openstreetmap,node,13806229590,Highlands Coffee,Highlands Coffee,Highlands Coffee,cafe,coffee_shop;vietnamese,"coffee_shop,vietnamese",Highlands Coffee,,,,,,Ba Đình,Hà Nội,Vietnam,21.0312967,105.8305125,,,,,yes,,,,,,,,https://www.openstreetmap.org/node/13806229590,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""brand"": ""Highlands Coffee"", ""brand:wikidata"": ""Q5759361"", ""cuisine"": ""coffee_shop;vietnamese"", ""name"": ""Highlands Coffee"", ""name:en"": ""Highlands Coffee"", ""takeaway"": ""yes""}",
rest_osm_node_10651129981,openstreetmap,node,10651129981,Joma Bakery Cafe,Joma Bakery Cafe,,cafe,bakery,bakery,,,"38 Phố Liễu Giai, Ba Đình, Hà Nội",Phố Liễu Giai,38,,Ba Đình,Hà Nội,Vietnam,21.0345791,105.8139822,+84 243 762 8383,https://www.joma.biz/,,Mo-Su 07:00-21:00,,yes,,,,,yes,,https://www.openstreetmap.org/node/10651129981,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:city"": ""Hà Nội"", ""addr:district"": ""Ba Đình"", ""addr:housenumber"": ""38"", ""addr:postcode"": ""100000"", ""addr:province"": ""Hà Nội"", ""addr:street"": ""Phố Liễu Giai"", ""addr:subdistrict"": ""Cống Vị"", ""amenity"": ""cafe"", ""cuisine"": ""bakery"", ""delivery"": ""yes"", ""internet_access"": ""yes"", ""internet_access:fee"": ""customers"", ""name"": ""Joma Bakery Cafe"", ""opening_hours"": ""Mo-Su 07:00-21:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+84 243 762 8383"", ""website"": ""https://www.joma.biz/""}",
rest_osm_node_11883399469,openstreetmap,node,11883399469,LAIKA Café,LAIKA Café,,cafe,coffee_shop;ice_cream,"coffee_shop,ice_cream",,,Đường Thanh Niên,Đường Thanh Niên,,,Ba Đình,Hà Nội,Vietnam,21.0489369,105.8384751,,,,,,,,,,,,,https://www.openstreetmap.org/node/11883399469,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:street"": ""Đường Thanh Niên"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop;ice_cream"", ""name"": ""LAIKA Café""}",
rest_osm_node_13392766185,openstreetmap,node,13392766185,La Do Mi,La Do Mi,,cafe,,,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0292008,105.8379683,,,,,,,,,,,,,https://www.openstreetmap.org/node/13392766185,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""name"": ""La Do Mi""}",
rest_osm_node_13530641701,openstreetmap,node,13530641701,Là Việt Coffee,Là Việt Coffee,,cafe,cake;coffee_shop,"cake,coffee_shop",,,32 Phố Vạn Bảo,Phố Vạn Bảo,32,,Ba Đình,Hà Nội,Vietnam,21.0345489,105.8172953,+84867705895,https://laviet.coffee/,,Mo-Su 07:00-17:00,,,,,,,yes,,https://www.openstreetmap.org/node/13530641701,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""addr:housenumber"": ""32"", ""addr:street"": ""Phố Vạn Bảo"", ""amenity"": ""cafe"", ""cuisine"": ""cake;coffee_shop"", ""internet_access"": ""wlan"", ""name"": ""Là Việt Coffee"", ""opening_hours"": ""Mo-Su 07:00-17:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+84867705895"", ""website"": ""https://laviet.coffee/""}",
rest_osm_node_11832188470,openstreetmap,node,11832188470,Mixue,Mixue,Mixue,cafe,ice_cream;bubble_tea,"ice_cream,bubble_tea",Mixue Ice Cream & Tea,,,,,,Ba Đình,Hà Nội,Vietnam,21.0435544,105.8362406,,,,,yes,,,,,,,,https://www.openstreetmap.org/node/11832188470,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""amenity"": ""cafe"", ""brand"": ""Mixue Ice Cream & Tea"", ""brand:wikidata"": ""Q107406476"", ""cuisine"": ""ice_cream;bubble_tea"", ""name"": ""Mixue"", ""name:en"": ""Mixue"", ""takeaway"": ""yes""}",
rest_osm_node_13688591630,openstreetmap,node,13688591630,Moc,Moc,,cafe,,,,,,,,,Ba Đình,Hà Nội,Vietnam,21.0355550,105.8273958,,,,,,,,,,,veranda,,https://www.openstreetmap.org/node/13688591630,2026-07-08,ODbL-1.0,true,0.75,not_observed,unverified,needs_review,"{""air_conditioning"": ""no"", ""amenity"": ""cafe"", ""indoor_seating"": ""yes"", ""name"": ""Moc"", ""outdoor_seating"": ""veranda""}",
